Coin 	BuyDate 	CloseDate 	Quantity 	BuyPrice 	SellPrice 	Spent USDT 	Gained USDT 	ProfitUSDT 	Profit 	ChannelName 	SellReason 	dBTC 	d24BTC 	dMarket 	dM24 	bvsv 	dBTC5m 	Pump1H 	Dump1H 	d24h 	d3h 	d1h 	d15m 	d5m 	d1m 	dBTC1m 	PriceBug 	Vd1m 	H. Vol 	D. Vol
KNC 	2022-04-10 21:28:07 	2022-04-10 21:30:35 	23.0 \ 23.0 	4.29400000 	4.31300000 	4.94007524 	5.29789087 	0.36 	7.2% 	(strategy <d180s1 M+>) 	Auto Price Down 	0.14 	1.23 	0.05 	1.78 	0.2 	0.09 	3.1 	0.54 	24.52 	16.09 	4.15 	2.15 	1.82 	0.89 	0.05 	0 	0.59 	71.6 m 	362.4 m
KNC 	2022-04-10 21:28:10 	2022-04-10 21:28:52 	23.0 \ 23.0 	4.29000000 	4.31500000 	4.93547340 	5.43130743 	0.5 	10.0% 	(strategy <d150s1 M+>) 	Sell Price 	0.14 	1.23 	0.05 	1.78 	0.17 	0.09 	3.1 	0.54 	24.52 	16.09 	4.15 	2.25 	1.84 	1 	0.05 	0 	0.68 	71.6 m 	362.4 m
KNC 	2022-04-10 21:25:59 	2022-04-10 21:27:20 	23.0 \ 23.0 	4.30600000 	4.32900000 	4.95388076 	5.40343879 	0.45 	9.1% 	(strategy <d150s1 M+>) 	Auto Price Down 	0.11 	1.2 	0.05 	1.8 	1 	0.14 	2.96 	0.68 	24.52 	16.09 	4.15 	1.82 	1.58 	1.07 	0.07 	0 	1.31 	71.6 m 	362.4 m
KNC 	2022-04-10 21:26:10 	2022-04-10 21:27:20 	23.0 \ 23.0 	4.30600000 	4.32900000 	4.95388076 	5.40343879 	0.45 	9.1% 	(strategy <d180s1 M+>) 	Auto Price Down 	0.13 	1.22 	0.05 	1.8 	0.75 	0.14 	2.96 	0.68 	24.52 	16.09 	4.15 	1.82 	1.58 	1.07 	0.08 	0 	1.54 	71.6 m 	362.4 m
KNC 	2022-04-10 21:26:13 	2022-04-10 21:27:19 	23.0 \ 23.0 	4.29900000 	4.32400000 	4.94582754 	5.44149597 	0.5 	10.0% 	(strategy <d150s1.2 M+>) 	Auto Price Down 	0.15 	1.24 	0.12 	1.83 	0.47 	0.15 	3.01 	0.63 	24.52 	16.09 	4.15 	2.04 	1.58 	1.02 	0.07 	0 	1.61 	71.6 m 	362.4 m
KNC 	2022-04-10 21:26:15 	2022-04-10 21:27:16 	23.0 \ 23.0 	4.29600000 	4.32100000 	4.94237616 	5.43809979 	0.5 	10.0% 	(strategy <d180s1.2 M+>) 	Auto Price Down 	0.15 	1.24 	0.12 	1.83 	0.59 	0.15 	3.01 	0.63 	24.52 	16.09 	4.15 	2.13 	1.7 	1.14 	0.07 	0 	1.71 	71.6 m 	362.4 m
KNC 	2022-04-10 21:20:10 	2022-04-10 21:24:04 	23.0 \ 23.0 	4.34000000 	4.35300000 	4.99299640 	5.21202083 	0.22 	4.4% 	(strategy <d120s1 M+>) 	Auto Price Down 	0.04 	1.15 	0 	1.69 	0.77 	0.11 	3.6 	0.32 	24.52 	16.09 	4.15 	1.23 	1.5 	0.35 	0.01 	0 	0.37 	71.6 m 	362.4 m
KNC 	2022-04-10 21:20:12 	2022-04-10 21:24:04 	23.0 \ 23.0 	4.33800000 	4.35100000 	4.99069548 	5.20975671 	0.22 	4.4% 	(strategy <d150s1 M+>) 	Auto Price Down 	0.04 	1.15 	0 	1.69 	0.42 	0.11 	3.6 	0.32 	24.52 	16.09 	4.15 	1.23 	1.5 	0.35 	0.01 	0 	0.37 	71.6 m 	362.4 m
KNC 	2022-04-10 21:20:47 	2022-04-10 21:24:04 	23.0 \ 23.0 	4.33500000 	4.35000000 	4.98724410 	5.25234213 	0.27 	5.3% 	(strategy <d180s1 M+>) 	Auto Price Down 	0.07 	1.18 	0.02 	1.69 	0.85 	0.14 	3.57 	0.19 	24.52 	16.09 	4.15 	1.23 	1.5 	0.35 	0.06 	0 	0.32 	71.6 m 	362.4 m
NEAR 	2022-04-10 20:39:56 	2022-04-10 20:54:41 	6.0 \ 6.0 	16.84900000 	16.70100000 	5.05672188 	4.08820191 	-0.97 	-19.2% 	(strategy <d180s1 M+>) 	StopLoss AutoActivated on price drop: BID = 16.701 BidEMA: 16.701 LastPrice = 16.705 BuyPrice = 16.849 (strategy <d180s1 M+>); StopLoss fixed: 16.714 AllowedDrop: BUY -14.0% spread 	0 	1.15 	0.13 	1.8 	0.28 	0.24 	0.54 	1.7 	10.03 	5.05 	2.28 	1.27 	1.25 	0.51 	0.04 	0 	2.18 	54.2 m 	1226.1 m
KNC 	2022-04-10 20:01:42 	2022-04-10 20:09:58 	24.0 \ 24.0 	4.23500000 	4.24300000 	5.08403280 	5.19464403 	0.11 	2.2% 	(strategy <d120s1 M+>) 	Auto Price Down 	0.27 	1.15 	0.54 	1.71 	0.51 	0.28 	5.84 	0.49 	20.98 	19.28 	6.62 	2.7 	2.21 	2.12 	0.1 	0 	5.75 	64.0 m 	284.1 m
KNC 	2022-04-10 20:01:44 	2022-04-10 20:09:58 	24.0 \ 24.0 	4.23300000 	4.24100000 	5.08163184 	5.19228147 	0.11 	2.2% 	(strategy <d120s1.2 M+>) 	Auto Price Down 	0.27 	1.15 	0.53 	1.71 	0.37 	0.28 	5.84 	0.49 	20.98 	19.28 	6.62 	2.7 	2.21 	2.12 	0.1 	0 	5.87 	64.0 m 	284.1 m
KNC 	2022-04-10 20:01:46 	2022-04-10 20:09:57 	24.0 \ 24.0 	4.23100000 	4.23900000 	5.07923088 	5.18991891 	0.11 	2.2% 	(strategy <d150s1 M+>) 	Auto Price Down 	0.27 	1.15 	0.53 	1.71 	0.48 	0.28 	5.84 	0.49 	20.98 	19.28 	6.62 	2.7 	2.21 	2.12 	0.09 	0 	5.95 	64.0 m 	284.1 m
KNC 	2022-04-10 20:01:49 	2022-04-10 20:09:57 	24.0 \ 24.0 	4.23100000 	4.23900000 	5.07923088 	5.18991891 	0.11 	2.2% 	(strategy <d150s1.2 M+>) 	Auto Price Down 	0.27 	1.15 	0.53 	1.71 	0.73 	0.28 	5.84 	0.49 	20.98 	19.28 	6.62 	2.7 	2.21 	2.12 	0.08 	0 	6.02 	64.0 m 	284.1 m
KNC 	2022-04-10 20:02:03 	2022-04-10 20:09:57 	24.0 \ 24.0 	4.23100000 	4.23900000 	5.07923088 	5.18991891 	0.11 	2.2% 	(strategy <d180s1 M+>) 	Auto Price Down 	0.27 	1.15 	0.52 	1.71 	1.01 	0.28 	5.84 	0.49 	20.98 	19.28 	6.62 	2.67 	2.21 	2.12 	0.08 	0 	5.92 	64.0 m 	284.1 m
KNC 	2022-04-10 20:02:04 	2022-04-10 20:09:57 	24.0 \ 24.0 	4.23100000 	4.23900000 	5.07923088 	5.18991891 	0.11 	2.2% 	(strategy <d180s1.2 M+>) 	Auto Price Down 	0.24 	1.12 	0.5 	1.7 	1.75 	0.28 	6.03 	0.32 	20.98 	19.28 	6.62 	2.55 	2.21 	1.73 	0.06 	0 	5.91 	64.0 m 	284.1 m
KNC 	2022-04-10 20:02:11 	2022-04-10 20:09:50 	12.0 \ 12.0 	4.22100000 	4.23200000 	2.53361304 	2.62503866 	0.09 	3.6% 	(strategy <d120s1.5 M+>) 	Auto Price Down 	0.23 	1.11 	0.46 	1.68 	0.58 	0.28 	6.03 	0.32 	20.98 	19.28 	6.62 	2.55 	2.21 	1.87 	0.06 	0 	5.55 	64.0 m 	284.1 m
KNC 	2022-04-10 20:02:12 	2022-04-10 20:09:40 	12.0 \ 12.0 	4.21600000 	4.22700000 	2.53061184 	2.62208546 	0.09 	3.6% 	(strategy <d150s1.5 M+>) 	Auto Price Down 	0.23 	1.11 	0.42 	1.64 	0.3 	0.28 	6.03 	0.32 	20.98 	19.28 	6.62 	2.55 	2.21 	1.95 	0.06 	0 	5.44 	64.0 m 	284.1 m
KNC 	2022-04-10 20:02:35 	2022-04-10 20:09:40 	12.0 \ 12.0 	4.21600000 	4.22700000 	2.53061184 	2.62208546 	0.09 	3.6% 	(strategy <d180s1.5 M+>) 	Auto Price Down 	0.23 	1.11 	0.39 	1.61 	0.89 	0.28 	6.24 	0.12 	20.98 	19.28 	6.62 	2.55 	2.16 	1.09 	0.06 	0 	2.41 	64.0 m 	284.1 m
KAVA 	2022-04-10 19:52:09 	2022-04-10 19:54:10 	21.9 \ 21.9 	4.55990000 	4.58000000 	4.99508774 	5.35521224 	0.36 	7.2% 	(strategy <d180s1 M+>) 	Auto Price Down 	0.14 	0.92 	0.21 	1.23 	0.39 	0.56 	2.19 	0.18 	11.07 	6.34 	2.37 	1.33 	1.11 	0.79 	0.06 	0 	1.49 	5.4 m 	92.8 m
KAVA 	2022-04-10 19:52:07 	2022-04-10 19:54:08 	21.9 \ 21.9 	4.55990000 	4.57940000 	4.99508774 	5.34207750 	0.35 	6.9% 	(strategy <d150s1 M+>) 	Auto Price Down 	0.13 	0.92 	0.2 	1.24 	0.35 	0.56 	2.19 	0.18 	11.07 	6.34 	2.37 	1.33 	1.11 	0.81 	0.06 	0 	1.47 	5.4 m 	92.8 m
GMT 	2022-04-10 19:43:02 	2022-04-10 19:48:09 	43.0 \ 43.0 	2.31977000 	2.32441000 	4.98950050 	5.10914064 	0.12 	2.4% 	(strategy <d180s1 M+>) 	Auto Price Down 	0.61 	1.33 	0.81 	1.69 	0.42 	0.73 	3.64 	0.02 	11.35 	3.74 	3.66 	2.77 	2.24 	0.62 	0.09 	0 	1.62 	97.0 m 	2486.6 m
ZIL 	2022-04-10 19:25:05 	2022-04-10 19:29:34 	816.0 \ 816.0 	0.12256000 	0.12297000 	5.00244818 	5.25686722 	0.25 	5.1% 	(strategy <d180s1.2 M+>) 	Auto Price Down 	0.61 	1.04 	0.81 	1.22 	1.05 	0.75 	4.02 	0.03 	6.18 	5.58 	4.04 	1.88 	1.35 	0.64 	0.08 	0 	2.7 	37.9 m 	489.6 m
ZIL 	2022-04-10 19:24:59 	2022-04-10 19:29:23 	816.0 \ 816.0 	0.12256000 	0.12297000 	5.00244818 	5.25686722 	0.25 	5.1% 	(strategy <d150s1.2 M+>) 	Auto Price Down 	0.62 	1.05 	0.81 	1.21 	0.23 	0.75 	4.02 	0.03 	6.18 	5.58 	4.04 	1.88 	1.35 	0.63 	0.08 	0 	2.31 	37.9 m 	489.6 m
ZIL 	2022-04-10 19:24:55 	2022-04-10 19:28:52 	815.0 \ 815.0 	0.12264000 	0.12299000 	4.99957903 	5.20475368 	0.21 	4.1% 	(strategy <d120s1 M+>) 	Auto Price Down 	0.64 	1.07 	0.81 	1.21 	0.26 	0.76 	4.02 	0.03 	6.18 	5.58 	4.04 	1.88 	1.28 	0.56 	0.08 	0 	1.93 	37.9 m 	489.6 m
ZIL 	2022-04-10 19:24:57 	2022-04-10 19:28:50 	816.0 \ 816.0 	0.12257000 	0.12292000 	5.00285634 	5.20832844 	0.21 	4.1% 	(strategy <d150s1 M+>) 	Auto Price Down 	0.61 	1.04 	0.81 	1.21 	0.3 	0.76 	4.02 	0.03 	6.18 	5.58 	4.04 	1.88 	1.35 	0.63 	0.08 	0 	2.05 	37.9 m 	489.6 m
ZIL 	2022-04-10 19:25:01 	2022-04-10 19:28:50 	816.0 \ 816.0 	0.12256000 	0.12291000 	5.00244818 	5.20792680 	0.21 	4.1% 	(strategy <d180s1 M+>) 	Auto Price Down 	0.62 	1.05 	0.81 	1.22 	0.58 	0.75 	4.02 	0.03 	6.18 	5.58 	4.04 	1.88 	1.35 	0.63 	0.08 	0 	2.35 	37.9 m 	489.6 m
KNC 	2022-04-10 19:21:22 	2022-04-10 19:27:16 	24.0 \ 24.0 	4.20600000 	4.21600000 	5.04921888 	5.20836771 	0.16 	3.2% 	(strategy <d180s1.2 M+>) 	Auto Price Down 	0.33 	0.69 	0.67 	0.98 	0.68 	0.29 	8.5 	0.43 	18.34 	17.28 	8.98 	5.01 	4.28 	0.9 	0.08 	0 	2.9 	69.6 m 	244.5 m
KNC 	2022-04-10 19:22:45 	2022-04-10 19:27:15 	12.0 \ 12.0 	4.19400000 	4.20800000 	2.51740656 	2.64507698 	0.13 	5.1% 	(strategy <d180s1.5 M+>) 	Auto Price Down 	0.58 	0.95 	0.68 	1.06 	1.2 	0.55 	8.95 	0.03 	18.34 	17.28 	8.98 	4.69 	3.84 	0.6 	0.23 	0 	1.53 	69.6 m 	244.5 m
KNC 	2022-04-10 19:21:20 	2022-04-10 19:26:31 	24.0 \ 24.0 	4.20800000 	4.17200000 	5.05161984 	4.10717187 	-0.94 	-18.7% 	(strategy <d150s1.2 M+>) 	StopLoss AutoActivated on price drop: BID = 4.1720 BidEMA: 4.1720 LastPrice = 4.1725 BuyPrice = 4.2080 (strategy <d150s1.2 M+>); StopLoss fixed: 4.1743 AllowedDrop: BUY -14.0% spre 	0.32 	0.69 	0.65 	0.97 	0.39 	0.29 	8.5 	0.43 	18.34 	17.28 	8.98 	5.01 	4.28 	1.07 	0.08 	0 	2.98 	69.6 m 	244.5 m
KNC 	2022-04-10 19:21:18 	2022-04-10 19:26:29 	24.0 \ 24.0 	4.20900000 	4.17200000 	5.05282032 	4.08436275 	-0.97 	-19.2% 	(strategy <d120s1.2 M+>) 	StopLoss AutoActivated on price drop: BID = 4.1720 BidEMA: 4.1720 LastPrice = 4.1725 BuyPrice = 4.2090 (strategy <d120s1.2 M+>); StopLoss fixed: 4.1753 AllowedDrop: BUY -14.0% spre 	0.32 	0.68 	0.65 	0.97 	0.56 	0.29 	8.5 	0.43 	18.34 	17.28 	8.98 	5.01 	4.28 	1.02 	0.09 	0 	3.11 	69.6 m 	244.5 m
KNC 	2022-04-10 19:20:58 	2022-04-10 19:26:26 	24.0 \ 24.0 	4.21000000 	4.17200000 	5.05402080 	4.06155363 	-0.99 	-19.6% 	(strategy <d120s1 M+>) 	StopLoss AutoActivated on price drop: BID = 4.1740 BidEMA: 4.1740 LastPrice = 4.1750 BuyPrice = 4.2100 (strategy <d120s1 M+>); StopLoss fixed: 4.1763 AllowedDrop: BUY -14.0% spread 	0.28 	0.64 	0.61 	0.94 	0.29 	0.24 	9.09 	0.03 	18.34 	17.28 	9.12 	5.08 	4.35 	1.12 	0.05 	0 	3.65 	69.6 m 	244.5 m
KNC 	2022-04-10 19:21:16 	2022-04-10 19:26:26 	24.0 \ 24.0 	4.21000000 	4.17200000 	5.05402080 	4.06155363 	-0.99 	-19.6% 	(strategy <d180s1 M+>) 	StopLoss AutoActivated on price drop: BID = 4.1740 BidEMA: 4.1740 LastPrice = 4.1750 BuyPrice = 4.2100 (strategy <d180s1 M+>); StopLoss fixed: 4.1763 AllowedDrop: BUY -14.0% spread 	0.28 	0.64 	0.61 	0.94 	1.22 	0.24 	9.09 	0.03 	18.34 	17.28 	8.98 	5.08 	4.35 	1.09 	0.05 	0 	3.17 	69.6 m 	244.5 m
KNC 	2022-04-10 19:21:16 	2022-04-10 19:26:26 	24.0 \ 24.0 	4.21000000 	4.17200000 	5.05402080 	4.06155363 	-0.99 	-19.6% 	(strategy <d150s1 M+>) 	StopLoss AutoActivated on price drop: BID = 4.1740 BidEMA: 4.1740 LastPrice = 4.1750 BuyPrice = 4.2100 (strategy <d150s1 M+>); StopLoss fixed: 4.1763 AllowedDrop: BUY -14.0% spread 	0.28 	0.64 	0.61 	0.94 	0.42 	0.24 	9.09 	0.03 	18.34 	17.28 	9.12 	5.08 	4.35 	1.14 	0.05 	0 	3.11 	69.6 m 	244.5 m
APE 	2022-04-10 19:11:54 	2022-04-10 19:16:21 	8.0 \ 8.0 	12.17400000 	12.20300000 	4.87154784 	5.02554147 	0.15 	3.2% 	(strategy <d120s1 M+>) 	Auto Price Down 	0.25 	0.59 	0.64 	0.85 	0.18 	0.33 	5.53 	0.29 	12.15 	10.34 	5.84 	4.06 	1.24 	0.89 	0.18 	0 	5.19 	118.4 m 	329.8 m
APE 	2022-04-10 19:12:08 	2022-04-10 19:16:21 	8.0 \ 8.0 	12.17400000 	12.20300000 	4.87154784 	5.02554147 	0.15 	3.2% 	(strategy <d180s1 M+>) 	Auto Price Down 	0.26 	0.59 	0.66 	0.85 	0.98 	0.33 	5.53 	0.29 	12.15 	10.34 	5.84 	4.06 	1.28 	0.89 	0.07 	0 	5.87 	118.4 m 	329.8 m
APE 	2022-04-10 19:12:08 	2022-04-10 19:16:21 	8.0 \ 8.0 	12.17400000 	12.20300000 	4.87154784 	5.02554147 	0.15 	3.2% 	(strategy <d150s1 M+>) 	Auto Price Down 	0.25 	0.59 	0.64 	0.85 	0.47 	0.33 	5.53 	0.29 	12.15 	10.34 	5.84 	4.06 	1.28 	0.89 	0.08 	0 	5.87 	118.4 m 	329.8 m
KNC 	2022-04-10 19:07:36 	2022-04-10 19:14:37 	24.0 \ 24.0 	4.09500000 	4.10300000 	4.91596560 	5.02926483 	0.11 	2.3% 	(strategy <d120s1 M+>) 	Auto Price Down 	0.22 	0.51 	0.72 	0.82 	0.37 	0.1 	6.72 	0.38 	18.34 	17.31 	7.27 	3.28 	2.63 	1.92 	0.05 	0 	4.15 	63.9 m 	234.4 m
KNC 	2022-04-10 19:07:49 	2022-04-10 19:14:37 	24.0 \ 24.0 	4.09200000 	4.10000000 	4.91236416 	5.02572099 	0.11 	2.3% 	(strategy <d180s1 M+>) 	Auto Price Down 	0.23 	0.53 	0.72 	0.84 	0.98 	0.1 	6.73 	0.37 	18.34 	17.31 	7.27 	3.28 	2.57 	1.69 	0.05 	0 	4.2 	63.9 m 	234.4 m
KNC 	2022-04-10 19:08:05 	2022-04-10 19:14:33 	24.0 \ 24.0 	4.08400000 	4.09200000 	4.90276032 	5.01627075 	0.11 	2.3% 	(strategy <d120s1.2 M+>) 	Auto Price Down 	0.23 	0.53 	0.71 	0.84 	0.62 	0.1 	6.73 	0.37 	18.34 	17.31 	7.27 	3.28 	2.57 	1.57 	0.02 	0 	2.13 	63.9 m 	234.4 m
KNC 	2022-04-10 19:08:33 	2022-04-10 19:14:33 	24.0 \ 24.0 	4.08200000 	4.09200000 	4.90035936 	5.06188899 	0.16 	3.3% 	(strategy <d180s1.2 M+>) 	Auto Price Down 	0.24 	0.53 	0.72 	0.84 	0.43 	0.1 	6.55 	0.54 	18.34 	17.31 	7.27 	3.28 	2.57 	1.4 	0.03 	0 	1.58 	63.9 m 	234.4 m
KNC 	2022-04-10 19:08:06 	2022-04-10 19:10:49 	24.0 \ 24.0 	4.08200000 	4.10200000 	4.90035936 	5.30179299 	0.4 	8.2% 	(strategy <d150s1.2 M+>) 	Auto Price Down 	0.24 	0.54 	0.72 	0.84 	1.01 	0.1 	6.73 	0.37 	18.34 	17.31 	7.27 	3.28 	2.57 	1.35 	0.03 	0 	2.05 	63.9 m 	234.4 m
KNC 	2022-04-10 18:49:41 	2022-04-10 18:51:09 	25.0 \ 25.0 	4.01200000 	4.03300000 	5.01700600 	5.46155603 	0.44 	8.9% 	(strategy <d150s1 M+>) 	Auto Price Down 	0.13 	0.39 	0.48 	0.38 	0.47 	0.1 	7.43 	0.93 	18.34 	17.77 	8.58 	3.94 	1.52 	0.85 	0.03 	0 	2 	50.7 m 	213.9 m
KNC 	2022-04-10 18:49:55 	2022-04-10 18:51:09 	25.0 \ 25.0 	4.01200000 	4.03300000 	5.01700600 	5.46155603 	0.44 	8.9% 	(strategy <d180s1 M+>) 	Auto Price Down 	0.11 	0.37 	0.45 	0.38 	0.8 	0.1 	7.79 	0.59 	18.34 	17.77 	8.58 	3.98 	1.52 	0.82 	0.03 	0 	2.15 	50.7 m 	213.9 m
KNC 	2022-04-10 18:50:03 	2022-04-10 18:51:04 	25.0 \ 25.0 	4.00300000 	4.02600000 	5.00575150 	5.50046153 	0.49 	9.9% 	(strategy <d150s1.2 M+>) 	Auto Price Down 	0.11 	0.37 	0.45 	0.37 	0.27 	0.1 	7.79 	0.59 	18.34 	17.77 	8.58 	4.22 	1.63 	0.9 	0.03 	0 	2.81 	50.7 m 	213.9 m
KAVA 	2022-04-10 18:48:27 	2022-04-10 18:50:12 	22.2 \ 22.2 	4.49670000 	4.51820000 	4.99333353 	5.39058125 	0.4 	8.0% 	(strategy <d180s1 M+>) 	Auto Price Down 	0.12 	0.38 	0.45 	0.34 	0.5 	0.1 	3.39 	0.2 	11.07 	4.53 	3.6 	1.46 	1.35 	0.38 	0.05 	0 	1.2 	5.1 m 	88.5 m
KAVA 	2022-04-10 18:48:40 	2022-04-10 18:50:12 	22.2 \ 22.2 	4.49670000 	4.51820000 	4.99333353 	5.39058125 	0.4 	8.0% 	(strategy <d150s1 M+>) 	Auto Price Down 	0.11 	0.37 	0.44 	0.35 	0.46 	0.1 	3.39 	0.2 	11.07 	4.53 	3.6 	1.46 	1.37 	0.4 	0.05 	0 	1.36 	5.1 m 	88.5 m
APE 	2022-04-10 18:47:38 	2022-04-10 18:48:55 	8.0 \ 8.0 	11.87700000 	11.94000000 	4.75270032 	5.18048595 	0.43 	9.0% 	(strategy <d150s1 M+>) 	Auto Price Down 	0.08 	0.34 	0.41 	0.32 	1.18 	0.1 	5.1 	0.09 	13.19 	10.4 	6.55 	1.18 	1.1 	0.42 	0.05 	0 	4.46 	111.4 m 	284.1 m
APE 	2022-04-10 18:47:40 	2022-04-10 18:48:55 	8.0 \ 8.0 	11.87700000 	11.94000000 	4.75270032 	5.18048595 	0.43 	9.0% 	(strategy <d180s1 M+>) 	Auto Price Down 	0.08 	0.34 	0.41 	0.31 	0.96 	0.1 	5.1 	0.09 	13.19 	10.4 	6.55 	1.18 	1.1 	0.42 	0.06 	0 	4.56 	111.4 m 	284.1 m
KNC 	2022-04-10 18:39:10 	2022-04-10 18:44:27 	12.0 \ 12.0 	4.10100000 	4.05000000 	2.46158424 	1.81045946 	-0.65 	-26.5% 	(strategy <d180s1.5 M+>) 	StopLoss AutoActivated on price drop: BID = 4.0500 BidEMA: 4.0500 LastPrice = 4.0505 BuyPrice = 4.1010 (strategy <d180s1.5 M+>); StopLoss fixed: 4.0518 AllowedDrop: BUY -15.0% spre 	0.05 	0.31 	0.32 	0.18 	0.28 	0.13 	8.3 	0.36 	12.81 	12.52 	8.69 	5.96 	2.98 	0.9 	0.03 	0 	7.13 	33.4 m 	187.9 m
KNC 	2022-04-10 18:39:06 	2022-04-10 18:43:53 	24.0 \ 24.0 	4.11200000 	4.05600000 	4.93637376 	3.51396099 	-1.42 	-28.8% 	(strategy <d180s1.2 M+>) 	StopLoss AutoActivated on price drop: BID = 4.0560 BidEMA: 4.0560 LastPrice = 4.0575 BuyPrice = 4.1120 (strategy <d180s1.2 M+>); StopLoss fixed: 4.0627 AllowedDrop: BUY -15.0% spre 	0.07 	0.33 	0.35 	0.19 	0.41 	0.13 	8.3 	0.36 	12.81 	12.52 	8.69 	5.96 	2.98 	0.8 	0.02 	0 	6.25 	33.4 m 	187.9 m
KNC 	2022-04-10 18:38:14 	2022-04-10 18:42:43 	24.0 \ 24.0 	4.12400000 	4.06600000 	4.95077952 	3.48015555 	-1.47 	-29.7% 	(strategy <d120s1 M+>) 	StopLoss AutoActivated on price drop: BID = 4.0660 BidEMA: 4.0660 LastPrice = 4.0665 BuyPrice = 4.1240 (strategy <d120s1 M+>); StopLoss fixed: 4.0745 AllowedDrop: BUY -15.0% spread 	0.07 	0.33 	0.38 	0.21 	0.86 	0.13 	8.49 	0.18 	12.81 	12.52 	8.69 	6.58 	2.98 	0.93 	0.05 	0 	9.79 	33.4 m 	187.9 m
KNC 	2022-04-10 18:37:19 	2022-04-10 18:42:24 	24.0 \ 24.0 	4.12000000 	4.08500000 	4.94597760 	4.02720963 	-0.92 	-18.6% 	(strategy <d150s1.2 M+>) 	StopLoss AutoActivated on price drop: BID = 4.0850 BidEMA: 4.0850 LastPrice = 4.0855 BuyPrice = 4.1200 (strategy <d150s1.2 M+>); StopLoss fixed: 4.0870 AllowedDrop: BUY -14.0% spre 	0.1 	0.36 	0.45 	0.27 	0.78 	0.13 	7.86 	0.76 	12.81 	12.52 	8.69 	6.66 	2.98 	1.19 	0.04 	0 	15.49 	33.4 m 	187.9 m
KNC 	2022-04-10 18:37:12 	2022-04-10 18:42:21 	24.0 \ 24.0 	4.12100000 	4.08400000 	4.94717808 	3.98041011 	-0.97 	-19.5% 	(strategy <d150s1 M+>) 	StopLoss AutoActivated on price drop: BID = 4.0850 BidEMA: 4.0850 LastPrice = 4.0855 BuyPrice = 4.1210 (strategy <d150s1 M+>); StopLoss fixed: 4.0880 AllowedDrop: BUY -14.0% spread 	0.11 	0.37 	0.45 	0.26 	0.74 	0.14 	7.86 	0.76 	12.81 	12.52 	8.69 	6.66 	2.98 	1.38 	0.04 	0 	18.68 	33.4 m 	187.9 m
KNC 	2022-04-10 18:37:18 	2022-04-10 18:42:21 	24.0 \ 24.0 	4.12100000 	4.08300000 	4.94717808 	3.95641971 	-0.99 	-20.0% 	(strategy <d120s1.2 M+>) 	StopLoss AutoActivated on price drop: BID = 4.0850 BidEMA: 4.0850 LastPrice = 4.0855 BuyPrice = 4.1210 (strategy <d120s1.2 M+>); StopLoss fixed: 4.0880 AllowedDrop: BUY -14.0% spre 	0.11 	0.37 	0.45 	0.26 	0.68 	0.14 	7.86 	0.76 	12.81 	12.52 	8.69 	6.66 	2.98 	1.38 	0.04 	0 	16.08 	33.4 m 	187.9 m
KNC 	2022-04-10 18:37:19 	2022-04-10 18:42:21 	24.0 \ 24.0 	4.12100000 	4.08300000 	4.94717808 	3.95641971 	-0.99 	-20.0% 	(strategy <d180s1 M+>) 	StopLoss AutoActivated on price drop: BID = 4.0850 BidEMA: 4.0850 LastPrice = 4.0855 BuyPrice = 4.1210 (strategy <d180s1 M+>); StopLoss fixed: 4.0880 AllowedDrop: BUY -14.0% spread 	0.11 	0.37 	0.45 	0.26 	0.84 	0.14 	7.86 	0.76 	12.81 	12.52 	8.69 	6.66 	2.98 	1.36 	0.04 	0 	16.08 	33.4 m 	187.9 m
KNC 	2022-04-10 18:37:06 	2022-04-10 18:38:07 	24.0 \ 24.0 	4.12100000 	4.14300000 	4.94717808 	5.39584371 	0.45 	9.1% 	(strategy <d120s1 M+>) 	Auto Price Down 	0.11 	0.37 	0.45 	0.26 	0.41 	0.14 	8.37 	0.3 	12.81 	12.52 	8.69 	6.66 	2.98 	1.36 	0.04 	0 	19.32 	33.4 m 	187.9 m
KNC 	2022-04-10 18:37:22 	2022-04-10 18:37:50 	24.0 \ 24.0 	4.11300000 	4.13900000 	4.93757424 	5.48235507 	0.54 	11.0% 	(strategy <d180s1.2 M+>) 	Sell Price 	0.09 	0.35 	0.45 	0.27 	0.5 	0.13 	7.86 	0.76 	12.81 	12.52 	8.69 	6.66 	2.98 	1.36 	0.04 	0 	15.13 	33.4 m 	187.9 m
KNC 	2022-04-10 18:32:01 	2022-04-10 18:34:27 	25.0 \ 25.0 	4.06600000 	4.08400000 	5.08453300 	5.45303303 	0.37 	7.2% 	(strategy <d120s1 M+>) 	Auto Price Down 	0.02 	0.27 	0.25 	0.03 	0.72 	0.13 	7.58 	0.18 	12.81 	12.52 	7.63 	5.51 	4.44 	1.71 	0.04 	0 	30.68 	33.4 m 	187.9 m
KNC 	2022-04-10 18:32:49 	2022-04-10 18:34:27 	25.0 \ 25.0 	4.06400000 	4.08400000 	5.08203200 	5.50055203 	0.42 	8.2% 	(strategy <d150s1 M+>) 	Auto Price Down 	0.02 	0.28 	0.24 	0.03 	0.33 	0.13 	7.49 	0.13 	12.81 	12.52 	7.63 	5.48 	4.26 	0.67 	0.02 	0 	13.39 	33.4 m 	187.9 m
