Coin 	BuyDate 	CloseDate 	Quantity 	BuyPrice 	SellPrice 	Spent USDT 	Gained USDT 	ProfitUSDT 	Profit 	ChannelName 	SellReason 	dBTC 	d24BTC 	dMarket 	dM24 	bvsv 	dBTC5m 	Pump1H 	Dump1H 	d24h 	d3h 	d1h 	d15m 	d5m 	d1m 	dBTC1m 	PriceBug 	Vd1m 	H. Vol 	D. Vol
GMT 	2022-03-29 01:37:16 	2022-03-29 01:37:36 	93.0 \ 93.0 	1.07907000 	1.08533000 	5.01968257 	5.52134692 	0.5 	10.0% 	(strategy <d120s1 M->) 	Sell Price 	-0.49 	-0.12 	-0.98 	-2.45 	0.28 	0.42 	6.17 	0.34 	43.6 	6.58 	6.53 	3.95 	3.16 	1.22 	0.08 	0 	0.84 	62.8 m 	2346.8 m
GMT 	2022-03-29 01:37:18 	2022-03-29 01:37:35 	93.0 \ 93.0 	1.07893000 	1.08519000 	5.01903131 	5.52070608 	0.5 	10.0% 	(strategy <d150s1 M->) 	Sell Price 	-0.48 	-0.11 	-0.98 	-2.45 	0.43 	0.42 	6.17 	0.34 	43.6 	6.58 	6.53 	3.95 	3.16 	1.24 	0.08 	0 	0.82 	62.8 m 	2346.8 m
GMT 	2022-03-29 01:37:20 	2022-03-29 01:37:35 	93.0 \ 93.0 	1.07893000 	1.08519000 	5.01903131 	5.52070608 	0.5 	10.0% 	(strategy <d180s1 M->) 	Sell Price 	-0.47 	-0.1 	-0.92 	-2.45 	0.5 	0.42 	5.97 	0.53 	43.6 	6.58 	6.53 	3.95 	3.15 	1.24 	0.08 	0 	0.8 	62.8 m 	2346.8 m
WAVES 	2022-03-29 01:34:52 	2022-03-29 01:36:35 	2.3 \ 2.3 	43.67800000 	43.98300000 	5.02497919 	5.64583110 	0.62 	12.4% 	(strategy <d150s2 M->) 	Auto Price Down 	-0.37 	0.02 	-0.67 	-2.13 	1.45 	0.47 	7.83 	0.15 	36.05 	13.51 	7.99 	7.32 	6.72 	5.88 	0.09 	0 	6.45 	104.9 m 	945.7 m
WAVES 	2022-03-29 01:35:41 	2022-03-29 01:36:35 	1.1 \ 1.1 	43.65100000 	43.95700000 	2.40176532 	2.69981782 	0.3 	12.4% 	(strategy <d180s1.5 M->) 	Sell Price 	-0.48 	-0.09 	-0.84 	-2.28 	1.25 	0.47 	7.43 	0.24 	36.05 	13.51 	7.69 	7.01 	6.72 	1.23 	0.12 	0 	2.45 	104.9 m 	945.7 m
WAVES 	2022-03-29 01:35:41 	2022-03-29 01:36:35 	2.3 \ 2.3 	43.66500000 	44.05800000 	5.02348359 	5.84667846 	0.82 	16.4% 	(strategy <d180s2 M->) 	Sell Price 	-0.49 	-0.1 	-0.84 	-2.28 	0.85 	0.47 	7.43 	0.24 	36.05 	13.51 	7.69 	6.78 	6.72 	1.23 	0.14 	0 	2.45 	104.9 m 	945.7 m
WAVES 	2022-03-29 01:35:50 	2022-03-29 01:36:35 	2.3 \ 2.3 	43.58100000 	43.83400000 	5.01381973 	5.51529796 	0.5 	10.0% 	(strategy <d120s1 M->) 	Sell Price 	-0.41 	-0.02 	-0.67 	-2.17 	2.14 	0.47 	7.83 	0 	36.05 	13.51 	7.83 	7.01 	6.72 	1.54 	0.12 	0 	2.18 	104.9 m 	945.7 m
WAVES 	2022-03-29 01:35:50 	2022-03-29 01:36:35 	2.3 \ 2.3 	43.58100000 	43.85600000 	5.01381973 	5.56587772 	0.55 	11.0% 	(strategy <d150s1.2 M->) 	Sell Price 	-0.47 	-0.08 	-0.8 	-2.2 	0.68 	0.47 	7.83 	0 	36.05 	13.51 	7.69 	7.01 	6.72 	1.24 	0.13 	0 	2.18 	104.9 m 	945.7 m
WAVES 	2022-03-29 01:35:50 	2022-03-29 01:36:35 	2.3 \ 2.3 	43.58100000 	43.97300000 	5.01381973 	5.83487008 	0.82 	16.4% 	(strategy <d120s2 M->) 	Sell Price 	-0.42 	-0.03 	-0.74 	-2.18 	0.85 	0.47 	7.83 	0 	36.05 	13.51 	7.69 	7.01 	6.72 	1.31 	0.11 	0 	2.18 	104.9 m 	945.7 m
WAVES 	2022-03-29 01:35:50 	2022-03-29 01:36:35 	2.3 \ 2.3 	43.58100000 	43.83400000 	5.01381973 	5.51529796 	0.5 	10.0% 	(strategy <d180s1 M->) 	Sell Price 	-0.48 	-0.09 	-0.81 	-2.26 	2.33 	0.47 	7.43 	0.24 	36.05 	13.51 	7.69 	7.01 	6.72 	1.24 	0.13 	0 	2.18 	104.9 m 	945.7 m
WAVES 	2022-03-29 01:35:50 	2022-03-29 01:36:35 	2.3 \ 2.3 	43.58100000 	43.83400000 	5.01381973 	5.51529796 	0.5 	10.0% 	(strategy <d150s1 M->) 	Sell Price 	-0.41 	-0.02 	-0.67 	-2.17 	0.75 	0.47 	7.83 	0 	36.05 	13.51 	7.69 	7.01 	6.72 	1.54 	0.11 	0 	2.18 	104.9 m 	945.7 m
WAVES 	2022-03-29 01:35:50 	2022-03-29 01:36:35 	1.1 \ 1.1 	43.58100000 	43.88600000 	2.39791378 	2.69492832 	0.3 	12.4% 	(strategy <d120s1.5 M->) 	Sell Price 	-0.47 	-0.08 	-0.85 	-2.24 	1.63 	0.47 	7.83 	0 	36.05 	13.51 	7.69 	7.01 	6.72 	1.24 	0.12 	0 	2.18 	104.9 m 	945.7 m
WAVES 	2022-03-29 01:35:50 	2022-03-29 01:36:35 	1.1 \ 1.1 	43.58100000 	43.88600000 	2.39791378 	2.69492832 	0.3 	12.4% 	(strategy <d150s1.5 M->) 	Sell Price 	-0.47 	-0.08 	-0.85 	-2.24 	2.47 	0.47 	7.43 	0.24 	36.05 	13.51 	7.69 	7.01 	6.72 	1.24 	0.12 	0 	2.18 	104.9 m 	945.7 m
WAVES 	2022-03-29 01:35:50 	2022-03-29 01:36:35 	2.3 \ 2.3 	43.58100000 	43.85600000 	5.01381973 	5.56587772 	0.55 	11.0% 	(strategy <d180s1.2 M->) 	Sell Price 	-0.48 	-0.09 	-0.81 	-2.26 	1.47 	0.47 	7.43 	0.24 	36.05 	13.51 	7.69 	7.01 	6.72 	1.23 	0.12 	0 	2.18 	104.9 m 	945.7 m
WAVES 	2022-03-29 01:35:51 	2022-03-29 01:36:35 	2.3 \ 2.3 	43.58100000 	43.85600000 	5.01381973 	5.56587772 	0.55 	11.0% 	(strategy <d120s1.2 M->) 	Sell Price 	-0.46 	-0.07 	-0.8 	-2.2 	0.66 	0.47 	7.83 	0 	36.05 	13.51 	7.69 	7.01 	6.72 	1.24 	0.11 	0 	2.15 	104.9 m 	945.7 m
SKL 	2022-03-29 01:31:19 	2022-03-29 01:35:18 	281.0 \ 281.0 	0.17811000 	0.17592000 	2.50344648 	1.84826352 	-0.66 	-26.2% 	(strategy <d180s1.5 M->) 	StopLoss AutoActivated on price drop: BID = 0.1759 BidEMA: 0.1759 LastPrice = 0.1760 BuyPrice = 0.1781 (strategy <d180s1.5 M->); StopLoss fixed: 0.1760 AllowedDrop: BUY -15.0% spre 	-0.5 	-0.08 	-1.22 	-2.49 	0.93 	0.47 	0.76 	1.59 	15.99 	7.41 	2.39 	1.98 	2.13 	0.98 	0.13 	0 	2.36 	4.2 m 	62.5 m
WAVES 	2022-03-29 01:35:05 	2022-03-29 01:35:12 	2.3 \ 2.3 	43.59100000 	43.86600000 	5.01497019 	5.56700978 	0.55 	11.0% 	(strategy <d180s1.2 M->) 	Sell Price 	-0.41 	-0.02 	-0.76 	-2.18 	0.65 	0.47 	7.83 	0.15 	36.05 	13.51 	7.97 	7.32 	6.72 	3.3 	0.1 	0 	6.48 	104.9 m 	945.7 m
WAVES 	2022-03-29 01:35:07 	2022-03-29 01:35:12 	1.1 \ 1.1 	43.58100000 	43.88600000 	2.39791378 	2.69492832 	0.3 	12.4% 	(strategy <d180s1.5 M->) 	Sell Price 	-0.41 	-0.01 	-0.77 	-2.19 	0.77 	0.47 	7.83 	0.15 	36.05 	13.51 	7.97 	7.32 	6.72 	2.85 	0.1 	0 	5.45 	104.9 m 	945.7 m
SKL 	2022-03-29 01:30:14 	2022-03-29 01:35:03 	281.0 \ 281.0 	0.17813000 	0.17581000 	2.50372759 	1.81202475 	-0.69 	-27.6% 	(strategy <d150s1.5 M->) 	StopLoss AutoActivated on price drop: BID = 0.1758 BidEMA: 0.1758 LastPrice = 0.1758 BuyPrice = 0.1781 (strategy <d150s1.5 M->); StopLoss fixed: 0.1760 AllowedDrop: BUY -15.0% spre 	-0.52 	0.02 	-1.01 	-2.31 	0.95 	0.53 	0.85 	1.24 	15.99 	7.41 	2.08 	1.66 	1.74 	1.27 	0.17 	0.02 	2.57 	4.2 m 	62.5 m
SKL 	2022-03-29 01:29:42 	2022-03-29 01:35:01 	281.0 \ 281.0 	0.17823000 	0.17574000 	2.50513315 	1.76565694 	-0.74 	-29.5% 	(strategy <d120s1.5 M->) 	StopLoss AutoActivated on price drop: BID = 0.1757 BidEMA: 0.1757 LastPrice = 0.1758 BuyPrice = 0.1782 (strategy <d120s1.5 M->); StopLoss fixed: 0.1761 AllowedDrop: BUY -15.0% spre 	-0.55 	-0.01 	-1.04 	-2.35 	0.45 	0.59 	0.82 	1.18 	15.99 	7.41 	1.74 	1.62 	1.64 	1.64 	0.17 	0.02 	5.02 	4.2 m 	62.5 m
SKL 	2022-03-29 01:29:19 	2022-03-29 01:34:56 	560.0 \ 560.0 	0.17871000 	0.17587000 	5.00588155 	3.33605566 	-1.67 	-33.4% 	(strategy <d150s1.2 M->) 	StopLoss AutoActivated on price drop: BID = 0.1759 BidEMA: 0.1759 LastPrice = 0.1759 BuyPrice = 0.1787 (strategy <d150s1.2 M->); StopLoss fixed: 0.1766 AllowedDrop: BUY -15.0% spre 	-0.53 	0.01 	-0.98 	-2.22 	0.66 	0.61 	0.83 	0.9 	15.99 	7.41 	1.71 	1.35 	1.38 	1.38 	0.13 	0 	3.89 	4.2 m 	62.5 m
SKL 	2022-03-29 01:29:35 	2022-03-29 01:34:56 	560.0 \ 560.0 	0.17871000 	0.17587000 	5.00588155 	3.33605566 	-1.67 	-33.4% 	(strategy <d120s1.2 M->) 	StopLoss AutoActivated on price drop: BID = 0.1759 BidEMA: 0.1759 LastPrice = 0.1759 BuyPrice = 0.1787 (strategy <d120s1.2 M->); StopLoss fixed: 0.1766 AllowedDrop: BUY -15.0% spre 	-0.56 	-0.02 	-0.98 	-2.22 	0.43 	0.61 	0.83 	0.9 	15.99 	7.41 	1.71 	1.35 	1.38 	1.38 	0.14 	0 	4.47 	4.2 m 	62.5 m
SKL 	2022-03-29 01:29:35 	2022-03-29 01:34:56 	560.0 \ 560.0 	0.17871000 	0.17587000 	5.00588155 	3.33605566 	-1.67 	-33.4% 	(strategy <d180s1 M->) 	StopLoss AutoActivated on price drop: BID = 0.1759 BidEMA: 0.1759 LastPrice = 0.1759 BuyPrice = 0.1787 (strategy <d180s1 M->); StopLoss fixed: 0.1766 AllowedDrop: BUY -15.0% spread 	-0.56 	-0.03 	-1.06 	-2.27 	0.62 	0.61 	0.83 	0.9 	15.99 	7.41 	1.71 	1.35 	1.38 	1.38 	0.13 	0 	4.47 	4.2 m 	62.5 m
SKL 	2022-03-29 01:29:35 	2022-03-29 01:34:56 	560.0 \ 560.0 	0.17871000 	0.17587000 	5.00588155 	3.33605566 	-1.67 	-33.4% 	(strategy <d180s1.2 M->) 	StopLoss AutoActivated on price drop: BID = 0.1759 BidEMA: 0.1759 LastPrice = 0.1759 BuyPrice = 0.1787 (strategy <d180s1.2 M->); StopLoss fixed: 0.1766 AllowedDrop: BUY -15.0% spre 	-0.58 	-0.04 	-1.06 	-2.27 	0.62 	0.61 	0.83 	0.9 	15.99 	7.41 	1.74 	1.33 	1.38 	1.38 	0.13 	0 	4.47 	4.2 m 	62.5 m
SKL 	2022-03-29 01:29:14 	2022-03-29 01:34:50 	559.0 \ 559.0 	0.17887000 	0.17664000 	5.00141627 	3.67535426 	-1.33 	-26.5% 	(strategy <d150s1 M->) 	StopLoss AutoActivated on price drop: BID = 0.1766 BidEMA: 0.1766 LastPrice = 0.1767 BuyPrice = 0.1789 (strategy <d150s1 M->); StopLoss fixed: 0.1767 AllowedDrop: BUY -15.0% spread 	-0.55 	-0.01 	-0.98 	-2.22 	0.39 	0.61 	0.83 	0.82 	15.99 	7.41 	1.71 	1.3 	1.33 	1.33 	0.16 	0 	3.63 	4.2 m 	62.5 m
CRV 	2022-03-29 01:21:42 	2022-03-29 01:34:05 	38.4 \ 38.4 	2.60600000 	2.61100000 	5.00552141 	5.11738832 	0.11 	2.2% 	(strategy <d180s1 M->) 	Auto Price Down 	-0.91 	-0.25 	-1.55 	-2.54 	0.79 	0.92 	0.45 	3.19 	5.62 	4.6 	3.76 	2.71 	2.65 	0.93 	0.23 	0.02 	2.46 	3.3 m 	148.5 m
PEOPLE 	2022-03-29 01:30:57 	2022-03-29 01:33:58 	1228.0 \ 1228.0 	0.08142000 	0.08177000 	5.00118767 	5.35082878 	0.35 	7.0% 	(strategy <d150s1 M->) 	Auto Price Down 	-0.41 	0.02 	-1.09 	-2.37 	0.41 	0.47 	0.32 	3.49 	14.09 	8.3 	4 	1.81 	1.6 	1.07 	0.06 	0 	1.3 	9.9 m 	270.0 m
PEOPLE 	2022-03-29 01:30:58 	2022-03-29 01:33:58 	1228.0 \ 1228.0 	0.08142000 	0.08177000 	5.00118767 	5.35082878 	0.35 	7.0% 	(strategy <d180s1 M->) 	Auto Price Down 	-0.4 	0.03 	-1.05 	-2.37 	0.6 	0.47 	0.32 	3.49 	14.09 	8.3 	4 	1.81 	1.6 	1.07 	0.06 	0 	1.3 	9.9 m 	270.0 m
PEOPLE 	2022-03-29 01:30:47 	2022-03-29 01:33:55 	1228.0 \ 1228.0 	0.08142000 	0.08173000 	5.00118767 	5.30172843 	0.3 	6.0% 	(strategy <d120s1 M->) 	Auto Price Down 	-0.5 	0.02 	-1.07 	-2.35 	0.31 	0.47 	0.17 	3.64 	14.09 	8.3 	4 	1.81 	1.6 	1.02 	0.07 	0 	1.18 	9.9 m 	270.0 m
PEOPLE 	2022-03-29 01:30:58 	2022-03-29 01:33:52 	1228.0 \ 1228.0 	0.08142000 	0.08172000 	5.00118767 	5.28945334 	0.29 	5.8% 	(strategy <d120s1.2 M->) 	Auto Price Down 	-0.5 	0.02 	-1.09 	-2.37 	0.39 	0.47 	0.17 	3.64 	14.09 	8.3 	4 	1.81 	1.6 	1.07 	0.06 	0 	1.3 	9.9 m 	270.0 m
PEOPLE 	2022-03-29 01:30:58 	2022-03-29 01:33:52 	1228.0 \ 1228.0 	0.08142000 	0.08172000 	5.00118767 	5.28945334 	0.29 	5.8% 	(strategy <d150s1.2 M->) 	Auto Price Down 	-0.4 	0.02 	-1.09 	-2.37 	0.47 	0.47 	0.32 	3.49 	14.09 	8.3 	4 	1.81 	1.6 	1.07 	0.06 	0 	1.31 	9.9 m 	270.0 m
PEOPLE 	2022-03-29 01:31:30 	2022-03-29 01:33:43 	616.0 \ 616.0 	0.08123000 	0.08166000 	2.50288475 	2.72762867 	0.22 	9.0% 	(strategy <d150s1.5 M->) 	Auto Price Down 	-0.53 	-0.1 	-1.27 	-2.57 	0.53 	0.47 	0.2 	3.6 	14.09 	8.3 	4 	1.81 	1.63 	1.08 	0.13 	0 	1.54 	9.9 m 	270.0 m
SKL 	2022-03-29 01:29:12 	2022-03-29 01:33:10 	558.0 \ 558.0 	0.17900000 	0.17628000 	4.99609764 	3.39903918 	-1.6 	-32.0% 	(strategy <d120s1 M->) 	StopLoss AutoActivated on price drop: BID = 0.1765 BidEMA: 0.1765 LastPrice = 0.1765 BuyPrice = 0.1790 (strategy <d120s1 M->); StopLoss fixed: 0.1769 AllowedDrop: BUY -15.0% spread 	-0.51 	0.04 	-0.9 	-2.2 	0.75 	0.61 	0.83 	0.75 	15.99 	7.41 	1.71 	1.19 	1.22 	1.22 	0.16 	0 	3.33 	4.2 m 	62.5 m
IMX 	2022-03-29 01:31:03 	2022-03-29 01:32:15 	40.0 \ 40.0 	2.51620000 	2.52950000 	5.03441296 	5.48568179 	0.45 	9.0% 	(strategy <d120s1 M->) 	Auto Price Down 	-0.43 	-0.01 	-1.08 	-2.38 	1.11 	0.47 	0.22 	5.56 	18.89 	8.59 	6.38 	1.85 	1.4 	0.4 	0.06 	0 	0.15 	8.8 m 	207.0 m
SRM 	2022-03-29 01:24:31 	2022-03-29 01:31:18 	29.0 \ 29.0 	3.45500000 	3.42000000 	5.01175390 	3.91700393 	-1.09 	-21.8% 	(strategy <d180s1 M->) 	StopLoss AutoActivated on price drop: BID = 3.4200 BidEMA: 3.4200 LastPrice = 3.4205 BuyPrice = 3.4550 (strategy <d180s1 M->); StopLoss fixed: 3.4274 AllowedDrop: BUY -14.0% spread 	-0.85 	-0.18 	-1.59 	-2.59 	1.17 	0.92 	6.63 	0.33 	15.75 	8.88 	7.05 	3.41 	2.25 	1.02 	0.25 	0 	1.7 	18.8 m 	148.3 m
SRM 	2022-03-29 01:24:33 	2022-03-29 01:31:18 	29.0 \ 29.0 	3.45500000 	3.42000000 	5.01175390 	3.91700393 	-1.09 	-21.8% 	(strategy <d150s1 M->) 	StopLoss AutoActivated on price drop: BID = 3.4200 BidEMA: 3.4200 LastPrice = 3.4205 BuyPrice = 3.4550 (strategy <d150s1 M->); StopLoss fixed: 3.4274 AllowedDrop: BUY -14.0% spread 	-0.93 	-0.32 	-1.62 	-2.61 	0.38 	0.92 	6.63 	0.33 	15.75 	8.88 	6.99 	3.24 	2.04 	0.64 	0.14 	0.02 	1.76 	18.1 m 	148.3 m
SRM 	2022-03-29 01:23:52 	2022-03-29 01:31:00 	29.0 \ 29.0 	3.46100000 	3.43200000 	5.02045738 	4.09949861 	-0.92 	-18.3% 	(strategy <d120s1 M->) 	StopLoss AutoActivated on price drop: BID = 3.4320 BidEMA: 3.4320 LastPrice = 3.4325 BuyPrice = 3.4610 (strategy <d120s1 M->); StopLoss fixed: 3.4333 AllowedDrop: BUY -14.0% spread 	-0.87 	-0.25 	-1.54 	-2.6 	0.84 	0.92 	6.86 	0.12 	15.75 	8.88 	6.99 	3.39 	2.04 	0.81 	0.22 	0.02 	2.23 	18.1 m 	148.3 m
SKL 	2022-03-29 01:30:30 	2022-03-29 01:30:52 	282.0 \ 282.0 	0.17756000 	0.17880000 	2.50459744 	2.81408005 	0.31 	12.4% 	(strategy <d180s1.5 M->) 	Sell Price 	-0.48 	0.04 	-0.97 	-2.29 	0.23 	0.48 	0.66 	1.72 	15.99 	7.41 	2.37 	1.99 	2.13 	1.02 	0.14 	0.02 	3.23 	4.2 m 	62.5 m
WAVES 	2022-03-29 01:28:33 	2022-03-29 01:29:25 	2.4 \ 2.4 	42.16000000 	42.40500000 	5.06122368 	5.56804131 	0.51 	10.0% 	(strategy <d120s1 M->) 	Sell Price 	-0.53 	0.02 	-1.02 	-2.26 	0.33 	0.66 	3.93 	0.13 	36.05 	13.51 	4.07 	3.01 	1.41 	0.91 	0.21 	0 	0.83 	104.9 m 	945.7 m
WAVES 	2022-03-29 01:28:39 	2022-03-29 01:29:25 	2.4 \ 2.4 	42.16000000 	42.40500000 	5.06122368 	5.56804131 	0.51 	10.0% 	(strategy <d180s1 M->) 	Sell Price 	-0.51 	0.04 	-1.02 	-2.26 	0.48 	0.65 	3.93 	0.13 	36.05 	13.51 	4.07 	3.01 	1.41 	0.91 	0.19 	0 	0.88 	104.9 m 	945.7 m
WAVES 	2022-03-29 01:28:39 	2022-03-29 01:29:25 	2.4 \ 2.4 	42.16000000 	42.40500000 	5.06122368 	5.56804131 	0.51 	10.0% 	(strategy <d150s1 M->) 	Sell Price 	-0.53 	0.02 	-1.02 	-2.26 	0.37 	0.66 	3.93 	0.13 	36.05 	13.51 	4.07 	3.01 	1.41 	0.91 	0.19 	0 	0.88 	104.9 m 	945.7 m
AVAX 	2022-03-29 01:19:40 	2022-03-29 01:28:17 	1.0 \ 1.0 	90.96000000 	91.14000000 	4.54981920 	4.65697923 	0.11 	2.4% 	(strategy <d180s1 M->) 	Auto Price Down 	-0.69 	0.01 	-1.4 	-2.3 	0.48 	0.59 	0.39 	1.65 	9.51 	5.35 	2.03 	1.7 	1.11 	0.41 	0.28 	0.01 	1.16 	35.0 m 	975.9 m
SXP 	2022-03-29 01:18:08 	2022-03-29 01:28:08 	60.9 \ 60.9 	1.64260000 	1.64590000 	5.00371769 	5.12457986 	0.12 	2.4% 	(strategy <d150s1 M->) 	Auto Price Down 	-0.54 	0.18 	-1.27 	-2 	0.41 	0.5 	0.45 	2.07 	8.99 	5.43 	2.47 	1.95 	1.2 	1.1 	0.28 	0.01 	3.6 	3.2 m 	98.8 m
SRM 	2022-03-29 01:27:45 	2022-03-29 01:28:08 	29.0 \ 29.0 	3.41900000 	3.44100000 	4.95953302 	5.51795705 	0.56 	11.3% 	(strategy <d120s1.2 M->) 	Sell Price 	-0.65 	-0.09 	-1.26 	-2.48 	0.24 	0.75 	6.53 	0.18 	15.75 	8.88 	6.96 	2.56 	2.37 	1.2 	0.19 	0.02 	2.74 	18.1 m 	148.3 m
SRM 	2022-03-29 01:27:46 	2022-03-29 01:28:08 	29.0 \ 29.0 	3.41900000 	3.44100000 	4.95953302 	5.51795705 	0.56 	11.3% 	(strategy <d150s1.2 M->) 	Sell Price 	-0.65 	-0.09 	-1.26 	-2.48 	0.23 	0.75 	6.53 	0.18 	15.75 	8.88 	6.96 	2.5 	2.23 	1.2 	0.19 	0.02 	2.74 	18.1 m 	148.3 m
SRM 	2022-03-29 01:27:48 	2022-03-29 01:28:08 	29.0 \ 29.0 	3.41900000 	3.44100000 	4.95953302 	5.51795705 	0.56 	11.3% 	(strategy <d180s1.2 M->) 	Sell Price 	-0.68 	-0.12 	-1.22 	-2.47 	0.24 	0.74 	6.53 	0.18 	15.75 	8.88 	6.96 	2.56 	2.15 	1.2 	0.19 	0.02 	2.76 	18.1 m 	148.3 m
APE 	2022-03-29 01:22:32 	2022-03-29 01:27:21 	7.0 \ 7.0 	14.24000000 	14.28100000 	4.98599360 	5.19313483 	0.21 	4.2% 	(strategy <d150s1 M->) 	Auto Price Down 	-0.97 	-0.29 	-1.91 	-2.89 	0.32 	0.92 	0.9 	3.17 	11.08 	6.05 	4.21 	2.65 	2.11 	0.67 	0.35 	0 	0.4 	30.7 m 	1062.0 m
WAVES 	2022-03-29 01:24:35 	2022-03-29 01:26:40 	2.4 \ 2.4 	42.25600000 	42.45900000 	5.07274829 	5.47862192 	0.41 	8.0% 	(strategy <d150s1 M->) 	Auto Price Down 	-0.96 	-0.35 	-1.62 	-2.61 	0.76 	0.92 	3.89 	0.25 	36.05 	13.51 	4.64 	3.01 	2.9 	0.66 	0.16 	0 	0.83 	92.2 m 	921.1 m
SRM 	2022-03-29 01:25:11 	2022-03-29 01:26:30 	15.0 \ 15.0 	3.44200000 	3.46300000 	2.58253260 	2.85610262 	0.27 	10.6% 	(strategy <d150s1.5 M->) 	Auto Price Down 	-0.94 	-0.34 	-1.74 	-2.78 	0.52 	0.92 	6.89 	0 	15.75 	8.88 	6.96 	3.24 	2.04 	1.19 	0.2 	0 	2.66 	18.1 m 	148.3 m
CHZ 	2022-03-29 01:18:46 	2022-03-29 01:26:28 	381.0 \ 381.0 	0.26276000 	0.26329000 	5.00758023 	5.12934024 	0.12 	2.4% 	(strategy <d120s1.2 M->) 	Auto Price Down 	-0.53 	0.18 	-1.2 	-2.14 	0.6 	0.5 	0.7 	2.68 	7.82 	6.24 	2.89 	2.89 	2.02 	1.39 	0.23 	0 	5.89 	5.8 m 	184.9 m
CHZ 	2022-03-29 01:18:48 	2022-03-29 01:26:28 	190.0 \ 190.0 	0.26276000 	0.26329000 	2.49721849 	2.55793870 	0.06 	2.4% 	(strategy <d120s1.5 M->) 	Auto Price Down 	-0.55 	0.16 	-1.25 	-2.12 	0.8 	0.5 	0.7 	2.68 	7.82 	6.24 	2.89 	2.89 	2.02 	1.33 	0.22 	0 	6.43 	5.8 m 	184.9 m
TLM 	2022-03-29 01:19:45 	2022-03-29 01:26:18 	812.0 \ 812.0 	0.12310000 	0.12330000 	4.99985914 	5.08222846 	0.08 	1.6% 	(strategy <d120s1 M->) 	Auto Price Down 	-0.69 	0.01 	-1.4 	-2.3 	0.58 	0.59 	0.71 	2.38 	8.62 	6.83 	3.17 	2.28 	2.12 	1.14 	0.28 	0.04 	4.65 	3.6 m 	108.2 m
CHR 	2022-03-29 01:24:29 	2022-03-29 01:25:55 	190.0 \ 190.0 	0.52770000 	0.53050000 	5.01515526 	5.46673209 	0.45 	9.0% 	(strategy <d180s1 M->) 	Auto Price Down 	-0.87 	-0.26 	-1.43 	-2.54 	3.93 	0.92 	5.91 	1.48 	16.8 	10.42 	7.5 	3.83 	2.22 	0.86 	0.14 	0 	1.11 	18.4 m 	131.0 m
SOL 	2022-03-29 01:17:58 	2022-03-29 01:25:27 	1.0 \ 1.0 	107.47000000 	106.47000000 	5.37564940 	4.29007343 	-1.09 	-20.2% 	(strategy <d150s1 M->) 	StopLoss AutoActivated on price drop: BID = 106.53 BidEMA: 106.53 LastPrice = 106.54 BuyPrice = 107.47 (strategy <d150s1 M->); StopLoss fixed: 106.61 AllowedDrop: BUY -14.0% spread 	-0.5 	0.23 	-1.11 	-1.88 	0.55 	0.42 	1.14 	2.18 	8.67 	3.57 	2.84 	2.31 	1.2 	1 	0.22 	0 	2.59 	42.9 m 	1543.6 m
SOL 	2022-03-29 01:18:00 	2022-03-29 01:25:27 	2.0 \ 2.0 	107.47000000 	106.45000000 	10.75129880 	8.54016287 	-2.21 	-20.6% 	(strategy <d120s1 M->) 	StopLoss AutoActivated on price drop: BID = 106.53 BidEMA: 106.53 LastPrice = 106.54 BuyPrice = 107.47 (strategy <d120s1 M->); StopLoss fixed: 106.61 AllowedDrop: BUY -14.0% spread 	-0.52 	0.21 	-1.11 	-1.88 	0.78 	0.42 	1.14 	2.18 	8.67 	3.57 	3.38 	2.29 	1.2 	1 	0.22 	0 	2.86 	42.9 m 	1543.6 m
SOL 	2022-03-29 01:18:02 	2022-03-29 01:25:27 	2.0 \ 2.0 	107.47000000 	106.45000000 	10.75129880 	8.54016287 	-2.21 	-20.6% 	(strategy <d180s1 M->) 	StopLoss AutoActivated on price drop: BID = 106.53 BidEMA: 106.53 LastPrice = 106.54 BuyPrice = 107.47 (strategy <d180s1 M->); StopLoss fixed: 106.61 AllowedDrop: BUY -14.0% spread 	-0.54 	0.19 	-1.19 	-1.95 	0.73 	0.44 	1.14 	2.18 	8.67 	3.57 	3.38 	2.29 	1.2 	1 	0.23 	0 	3.04 	42.9 m 	1543.6 m
CRV 	2022-03-29 01:20:17 	2022-03-29 01:25:14 	38.3 \ 38.3 	2.61000000 	2.58700000 	5.00014926 	4.03963125 	-0.96 	-19.2% 	(strategy <d150s1 M->) 	StopLoss AutoActivated on price drop: BID = 2.5870 BidEMA: 2.5870 LastPrice = 2.5875 BuyPrice = 2.6100 (strategy <d150s1 M->); StopLoss fixed: 2.5891 AllowedDrop: BUY -14.0% spread 	-0.85 	-0.16 	-1.72 	-2.7 	0.32 	0.83 	0.41 	2.08 	5.62 	4.6 	2.49 	1.74 	1.27 	0.92 	0.49 	0.01 	3.28 	3.3 m 	148.5 m
